Acidity,Aftertaste,Aroma,Balance,Body,Category One Defects,Category Two Defects,Clean Cup,Color,Country of Origin,Flavor,Grading Date,Harvest Year,Moisture Percentage,Processing Method,Quakers,Region,Sweetness,Uniformity,Variety,altitud_limpia,dataset_source,quality_label
7.67,7.67,7.67,7.67,7.67,0,0,10.0,Green,Colombia,7.58,"June 24th, 2014",2014,0.0,Natural / Dry,0.0,cundinamarca,10.0,10.0,Caturra,1600.0,2018_volpatto,Specialty
7.58,7.67,7.67,7.75,7.67,0,1,10.0,Green,Colombia,7.58,"March 13th, 2014",2014,0.12,Washed / Wet,0.0,santander,10.0,10.0,Caturra,1550.0,2018_volpatto,Specialty
7.58,7.5,7.75,7.83,7.75,0,0,10.0,,Colombia,7.58,"March 21st, 2014",2014,0.0,Washed / Wet,0.0,santander,10.0,10.0,Caturra,1550.0,2018_volpatto,Specialty
7.75,7.75,7.75,7.58,7.5,0,0,10.0,Green,Taiwan,7.75,"December 26th, 2013",2013/2014,0.11,Other,0.0,taichung xinshe 台中市新社區,10.0,10.0,Typica,1000.0,2018_volpatto,Specialty
7.67,7.58,7.67,7.58,7.75,0,3,10.0,Green,Colombia,7.67,"August 31st, 2012",2012,0.11,Washed / Wet,0.0,huila,10.0,10.0,Caturra,1775.0,2018_volpatto,Specialty
7.58,7.58,7.83,7.58,7.67,0,2,10.0,,Mexico,7.67,"June 6th, 2012",2012,0.12,Washed / Wet,0.0,xalapa,10.0,10.0,Typica,1000.0,2018_volpatto,Specialty
7.58,7.58,7.67,7.75,7.67,0,4,10.0,Green,Colombia,7.58,"April 2nd, 2012",2012,0.11,Natural / Dry,0.0,cundinamarca,10.0,10.0,Caturra,2136.0,2018_volpatto,Specialty
7.75,7.5,7.83,7.58,7.5,0,2,10.0,Blue-Green,Brazil,7.75,"January 23rd, 2012",2012,0.12,Semi-Washed / Semi-Pulped,0.0,south of minas,10.0,10.0,Catuai,1100.0,2018_volpatto,Specialty
7.75,7.58,7.75,7.5,7.75,0,5,10.0,Bluish-Green,Colombia,7.58,"February 20th, 2017",2016,0.0,Washed / Wet,0.0,cundinamarca,10.0,10.0,Caturra,1799.0,2018_volpatto,Specialty
7.17,7.17,7.58,7.0,7.0,0,0,10.0,Blue-Green,Taiwan,7.58,"February 13th, 2017",2016 / 2017,0.11,,0.0,,10.0,10.0,,,2018_volpatto,Specialty
7.67,7.5,7.92,7.67,7.5,0,0,10.0,Blue-Green,Costa Rica,7.42,"June 6th, 2016",2015,0.0,Washed / Wet,0.0,tarrazu,10.0,10.0,Caturra,1850.0,2018_volpatto,Specialty
7.5,7.58,7.75,7.75,7.75,0,0,10.0,Green,Colombia,7.58,"April 7th, 2016",2016,0.0,Natural / Dry,0.0,pitalito,10.0,10.0,Caturra,1000.0,2018_volpatto,Specialty
7.83,7.5,7.67,7.58,7.58,0,5,10.0,Bluish-Green,Guatemala,7.75,"March 16th, 2016",2016,0.1,Washed / Wet,2.0,oriente,10.0,10.0,Bourbon,1219.2,2018_volpatto,Specialty
7.58,7.58,7.58,7.67,7.75,0,4,10.0,Green,Colombia,7.58,"November 19th, 2015",2015,0.12,Washed / Wet,0.0,huila,10.0,10.0,Caturra,1775.0,2018_volpatto,Specialty
7.67,7.58,7.75,7.58,7.67,0,21,10.0,Green,"Tanzania, United Republic Of",7.67,"November 16th, 2015",2015,0.13,Washed / Wet,0.0,nkure- meru,10.0,10.0,Ruiru 11,1400.0,2018_volpatto,Specialty
7.92,7.58,7.25,7.58,7.83,0,8,10.0,Bluish-Green,Indonesia,7.67,"September 14th, 2015",2015,0.13,Semi-Washed / Semi-Pulped,0.0,bener meriah,10.0,10.0,Sumatra,1500.0,2018_volpatto,Specialty
7.58,7.5,7.67,7.67,7.75,1,18,10.0,,Ethiopia,7.75,"March 31st, 2015",2014,0.1,Natural / Dry,0.0,oromia,10.0,10.0,,1600.0,2018_volpatto,Specialty
7.83,7.67,7.67,7.67,7.58,1,0,10.0,,Colombia,7.42,"March 12th, 2015",2014,0.0,Washed / Wet,0.0,huila,10.0,10.0,,,2018_volpatto,Specialty
7.58,7.25,8.0,7.58,7.92,0,0,10.0,Green,Colombia,7.58,"January 22nd, 2015",2014,0.11,Washed / Wet,0.0,huila,10.0,10.0,Caturra,1850.0,2018_volpatto,Specialty
7.83,7.5,7.58,7.67,7.42,0,0,10.0,Green,Guatemala,7.75,"December 18th, 2014",2013,0.1,Washed / Wet,0.0,atitlan,10.0,10.0,Caturra,1400.0,2018_volpatto,Specialty
7.5,7.33,7.75,7.83,7.83,2,0,10.0,,Colombia,7.58,"August 11th, 2014",2014,0.0,Washed / Wet,0.0,cundinamarca,10.0,10.0,Caturra,1650.0,2018_volpatto,Specialty
7.5,7.67,7.67,7.67,7.67,0,3,10.0,Green,Honduras,7.5,"April 8th, 2014",2014/2015,0.1,Natural / Dry,0.0,comayagua,10.0,10.0,Caturra,1350.0,2018_volpatto,Specialty
7.67,7.42,7.58,7.67,7.75,1,1,10.0,Green,Colombia,7.75,"April 26th, 2013",2013,0.0,Washed / Wet,0.0,huila,10.0,10.0,Caturra,1750.0,2018_volpatto,Specialty
7.75,7.58,7.58,7.75,7.58,0,2,10.0,Green,Colombia,7.67,"May 24th, 2013",2013,0.11,Washed / Wet,,huila,10.0,10.0,Caturra,1750.0,2018_volpatto,Specialty
7.5,7.25,7.83,7.42,7.5,0,14,10.0,Green,Mexico,7.58,"August 31st, 2012",2012,0.13,Natural / Dry,0.0,xalapa,10.0,10.0,Bourbon,1170.0,2018_volpatto,Specialty
7.75,7.67,7.67,7.5,7.58,0,12,10.0,Green,Mexico,7.75,"August 30th, 2012",2012,0.11,Semi-Washed / Semi-Pulped,0.0,chilón,10.0,10.0,Typica,940.0,2018_volpatto,Specialty
7.75,7.67,7.75,7.5,7.33,0,0,10.0,Green,Mexico,7.67,"July 11th, 2012",2012,0.12,Washed / Wet,0.0,totutla,10.0,10.0,Pacamara,1400.0,2018_volpatto,Specialty
8.0,7.5,7.83,7.5,7.67,0,5,10.0,Green,Guatemala,7.5,"April 30th, 2012",2012,0.1,Washed / Wet,0.0,atitlan,10.0,10.0,Caturra,1524.0,2018_volpatto,Specialty
7.67,7.58,7.67,7.67,7.67,0,0,10.0,Green,Colombia,7.58,"February 9th, 2012",2012,0.11,Washed / Wet,0.0,huila,10.0,10.0,Caturra,1775.0,2018_volpatto,Specialty
7.5,7.75,7.5,7.67,8.0,3,12,10.0,Green,Guatemala,7.5,"February 1st, 2012",2012,0.0,Washed / Wet,0.0,oriente,10.0,10.0,Bourbon,1402.08,2018_volpatto,Specialty
7.92,7.58,7.5,7.67,7.58,0,0,10.0,,United States (Hawaii),7.67,"March 8th, 2011",,0.01,,0.0,,10.0,10.0,,,2018_volpatto,Specialty
7.58,7.58,7.83,7.58,7.75,0,0,10.0,,Indonesia,7.58,"November 29th, 2010",23 July 2010,0.0,,0.0,bondowoso,10.0,10.0,,1600.0,2018_volpatto,Specialty
7.5,7.58,7.5,7.83,7.75,0,1,10.0,Green,Colombia,7.58,"November 9th, 2017",2017 / 2018,0.0,Washed / Wet,2.0,huila,10.0,10.0,Caturra,439.0,2018_volpatto,Specialty
7.58,7.5,7.67,7.67,7.58,0,3,10.0,Green,Guatemala,7.75,"August 23rd, 2017",2017,0.1,Washed / Wet,0.0,san marcos,10.0,10.0,Bourbon,1700.0,2018_volpatto,Specialty
7.67,7.5,7.67,7.58,7.67,0,2,10.0,Green,Colombia,7.67,"May 10th, 2017",2016,0.11,Washed / Wet,0.0,huila,10.0,10.0,Caturra,442.0,2018_volpatto,Specialty
7.92,7.42,7.58,7.67,7.5,0,4,10.0,Blue-Green,Costa Rica,7.5,"February 17th, 2017",2016,0.09,Washed / Wet,0.0,tarrazu,10.0,10.0,Caturra,1850.0,2018_volpatto,Specialty
7.08,7.0,7.67,7.0,7.0,0,0,10.0,Blue-Green,Taiwan,7.67,"February 13th, 2017",2015,0.11,,0.0,,10.0,10.0,,,2018_volpatto,Specialty
7.75,7.33,7.58,7.58,7.67,0,1,10.0,Green,Uganda,7.75,"July 21st, 2016",2015,0.11,Washed / Wet,0.0,eastern,10.0,10.0,Sl14,1800.0,2018_volpatto,Specialty
7.5,7.75,7.5,7.67,7.75,0,0,10.0,Bluish-Green,Thailand,7.58,"June 27th, 2016",2015,0.13,Washed / Wet,0.0,thailand,10.0,10.0,Catimor,1200.0,2018_volpatto,Specialty
7.58,7.75,7.58,7.67,7.75,0,0,10.0,,El Salvador,7.5,"April 25th, 2016",2016,0.11,Washed / Wet,0.0,apaneca,10.0,10.0,Bourbon,1330.0,2018_volpatto,Specialty
7.67,7.58,7.58,7.67,7.58,4,0,10.0,Green,Colombia,7.67,"April 29th, 2015",2015,0.12,Natural / Dry,0.0,huila,10.0,10.0,Caturra,442.0,2018_volpatto,Specialty
7.5,7.75,7.33,7.83,7.42,0,6,10.0,Green,Brazil,7.83,"January 15th, 2015",2014,0.12,Semi-Washed / Semi-Pulped,0.0,vale da grama,10.0,10.0,Yellow Bourbon,,2018_volpatto,Specialty
7.67,7.58,7.75,7.58,7.58,0,4,10.0,Green,"Tanzania, United Republic Of",7.67,"December 12th, 2014",2014,0.13,Washed / Wet,0.0,karatu northern,10.0,10.0,Bourbon,1600.0,2018_volpatto,Specialty
7.75,7.25,7.58,8.58,7.75,0,1,10.0,Green,Colombia,7.58,"October 15th, 2014",2014/2015,0.12,Washed / Wet,0.0,huila,10.0,9.33,Caturra,1813.0,2018_volpatto,Specialty
7.83,7.33,7.75,7.67,7.5,0,1,10.0,Green,Guatemala,7.83,"August 21st, 2014",2013,0.1,Natural / Dry,0.0,oriente,10.0,10.0,Bourbon,1219.2,2018_volpatto,Specialty
7.83,7.5,7.67,7.5,7.58,0,2,10.0,Green,Guatemala,7.75,"February 18th, 2014",2014,0.1,Washed / Wet,0.0,antigua,10.0,10.0,Caturra,1500.0,2018_volpatto,Specialty
7.42,7.75,7.67,7.75,7.75,0,0,10.0,Green,Guatemala,7.5,"July 16th, 2013",2013,0.11,Washed / Wet,0.0,oriente,10.0,10.0,Bourbon,1310.64,2018_volpatto,Specialty
7.58,7.67,7.42,7.67,7.67,0,2,10.0,Green,United States (Hawaii),7.75,"January 24th, 2013",2012,0.0,Natural / Dry,0.0,kona,10.0,10.0,Hawaiian Kona,,2018_volpatto,Specialty
7.5,7.58,7.5,7.75,7.67,0,2,10.0,Green,Colombia,7.75,"June 26th, 2012",2012,0.11,Washed / Wet,0.0,cundinamarca,10.0,10.0,Caturra,1450.0,2018_volpatto,Specialty
7.67,7.58,7.58,7.67,7.75,1,3,10.0,,Colombia,7.58,"February 1st, 2011",,0.1,,0.0,huila,10.0,10.0,,,2018_volpatto,Specialty
7.67,7.42,7.5,7.58,7.83,0,0,10.0,,United States (Hawaii),7.92,"December 27th, 2010",2010,0.01,,0.0,kona,10.0,10.0,,,2018_volpatto,Specialty
7.92,7.5,7.58,7.42,7.92,0,0,10.0,,Thailand,7.25,"April 13th, 2010",,0.11,,0.0,,10.0,10.0,Peaberry,,2018_volpatto,Specialty
7.63,7.38,7.25,8.75,7.5,2,4,10.0,,Mexico,7.88,"May 26th, 2010",January Through April,0.09,,0.0,nayarit,10.0,9.0,,1050.0,2018_volpatto,Specialty
7.58,7.75,7.75,7.58,7.58,0,0,10.0,,Colombia,7.5,"November 8th, 2016",2016,0.0,Washed / Wet,1.0,huila,10.0,10.0,Caturra,1650.0,2018_volpatto,Specialty
7.42,7.58,7.67,7.75,7.67,0,0,10.0,Blue-Green,Colombia,7.58,"June 15th, 2016",2016,0.0,Washed / Wet,0.0,guayata,10.0,10.0,Caturra,,2018_volpatto,Specialty
7.58,7.58,7.83,7.58,7.5,1,2,10.0,Green,Colombia,7.58,"May 5th, 2016",2016,0.0,Washed / Wet,0.0,huila,10.0,10.0,Caturra,,2018_volpatto,Specialty
7.58,7.33,7.5,7.92,7.58,1,5,10.0,Green,Brazil,7.83,"October 12th, 2015",2015/2016,0.1,Semi-Washed / Semi-Pulped,0.0,south of minas,10.0,10.0,Catuai,1227.0,2018_volpatto,Specialty
7.67,7.5,7.75,7.58,7.5,0,2,10.0,Green,Mexico,7.75,"July 14th, 2015",2014,0.12,Washed / Wet,0.0,chiapas,10.0,10.0,Caturra,1200.0,2018_volpatto,Specialty
7.83,7.42,7.67,7.42,7.83,0,1,10.0,Green,Colombia,7.75,"April 8th, 2015",2015,0.11,Washed / Wet,0.0,santander,10.0,10.0,Caturra,1650.0,2018_volpatto,Specialty
7.58,7.67,7.75,7.58,7.58,0,6,10.0,Green,"Tanzania, United Republic Of",7.58,"December 12th, 2014",2014,0.12,Semi-Washed / Semi-Pulped,0.0,arusha,10.0,10.0,Other,1700.0,2018_volpatto,Specialty
7.67,7.58,7.67,7.58,7.5,0,0,10.0,Green,Mexico,7.67,"July 15th, 2014",2013,0.12,Washed / Wet,0.0,veracruz,10.0,10.0,Other,1100.0,2018_volpatto,Specialty
7.67,7.42,7.67,7.67,7.67,0,3,10.0,Green,Costa Rica,7.67,"April 7th, 2014",2014,0.12,Washed / Wet,0.0,san ramon,10.0,10.0,Caturra,1300.0,2018_volpatto,Specialty
7.67,7.83,7.83,8.0,7.92,0,1,10.0,Bluish-Green,United States (Hawaii),7.58,"February 25th, 2014",2014,0.11,Natural / Dry,0.0,kona,9.33,9.33,Hawaiian Kona,,2018_volpatto,Specialty
7.5,7.67,7.5,7.17,7.83,0,3,10.0,Green,Costa Rica,7.67,"February 14th, 2014",2013,0.11,Washed / Wet,0.0,central valley,10.0,10.0,Catuai,1200.0,2018_volpatto,Specialty
7.83,7.58,7.83,7.58,7.92,0,5,10.0,Green,Peru,7.75,"January 21st, 2014",2013,0.12,Washed / Wet,0.0,,10.0,9.33,,,2018_volpatto,Specialty
7.5,7.67,7.58,7.42,7.83,0,4,10.0,Green,Haiti,7.5,"October 3rd, 2013",2012,0.11,Washed / Wet,0.0,"thiotte, haiti",10.0,10.0,Typica,1280.16,2018_volpatto,Specialty
7.67,7.5,7.67,7.42,7.92,0,1,10.0,Green,Colombia,7.67,"April 26th, 2013",2013,0.11,Natural / Dry,0.0,pitalito,10.0,10.0,Caturra,1000.0,2018_volpatto,Specialty
7.67,7.17,7.83,7.67,7.67,0,3,10.0,Green,Guatemala,7.67,"February 26th, 2013",2013,0.11,Washed / Wet,0.0,oriente,10.0,10.0,Bourbon,1310.64,2018_volpatto,Specialty
7.83,7.58,7.92,7.67,7.67,0,4,10.0,Bluish-Green,United States (Hawaii),7.5,"January 24th, 2013",2012,0.1,Natural / Dry,0.0,kona,10.0,9.33,Hawaiian Kona,,2018_volpatto,Specialty
7.5,7.33,7.75,7.75,7.5,0,5,10.0,,Burundi,7.67,"August 29th, 2012",2012,0.0,Washed / Wet,0.0,kayanza,10.0,10.0,Bourbon,1880.0,2018_volpatto,Specialty
7.58,7.67,7.5,7.58,7.67,0,1,10.0,Green,Colombia,7.67,"May 30th, 2012",2012,0.0,Washed / Wet,0.0,huila,10.0,10.0,Caturra,1750.0,2018_volpatto,Specialty
7.75,7.83,8.08,7.58,7.67,0,0,10.0,,United States (Hawaii),7.83,"September 20th, 2011",,0.01,,0.0,kona,9.33,9.33,,,2018_volpatto,Specialty
7.5,7.58,7.58,7.67,7.83,0,0,10.0,,United States (Hawaii),7.67,"February 24th, 2011",,0.0,,0.0,,10.0,10.0,,,2018_volpatto,Specialty
7.83,7.42,7.67,7.5,7.33,0,0,10.0,Blue-Green,Mexico,7.83,"March 7th, 2017",2017,0.11,Washed / Wet,0.0,sierra madre occidental,10.0,10.0,Typica,1600.0,2018_volpatto,Specialty
7.5,7.83,7.5,7.67,7.67,0,0,10.0,Green,Costa Rica,7.5,"January 30th, 2017",2016,0.11,Pulped Natural / Honey,0.0,tarrazu,10.0,10.0,Catuai,1900.0,2018_volpatto,Specialty
7.67,7.42,7.83,7.67,7.5,0,0,10.0,,Costa Rica,7.5,"September 20th, 2016",2015,0.11,Washed / Wet,0.0,tarrazu,10.0,10.0,,,2018_volpatto,Specialty
7.83,7.42,7.5,7.58,7.67,0,7,10.0,Green,Guatemala,7.58,"August 12th, 2016",2016,0.11,Washed / Wet,2.0,nuevo oriente,10.0,10.0,Pacas,2100.0,2018_volpatto,Specialty
7.42,7.67,7.5,7.67,7.67,0,1,10.0,Green,Uganda,7.67,"May 19th, 2016",2015,0.12,Washed / Wet,0.0,"sipi, mt elgon",10.0,10.0,Sl14,,2018_volpatto,Specialty
7.5,7.42,7.58,7.42,7.67,0,4,10.0,Green,Brazil,7.67,"January 12th, 2016",2016,0.12,,0.0,campos altos - cerrado,10.0,10.0,,,2018_volpatto,Specialty
7.17,7.67,7.58,7.83,7.75,0,2,10.0,Green,Colombia,7.67,"November 27th, 2015",2015/2016,0.0,Natural / Dry,0.0,huila,10.0,10.0,Caturra,442.0,2018_volpatto,Specialty
7.58,7.5,7.83,7.58,7.58,0,2,10.0,Bluish-Green,Mexico,7.75,"July 14th, 2015",2015,0.12,Natural / Dry,0.0,cuarenteño,10.0,10.0,Typica,1261.0,2018_volpatto,Specialty
7.5,7.5,7.67,7.83,7.67,0,0,10.0,Blue-Green,Taiwan,7.5,"June 18th, 2015",2015,0.1,Washed / Wet,0.0,natou county,10.0,10.0,Bourbon,1000.0,2018_volpatto,Specialty
7.58,7.75,7.92,7.33,7.5,0,0,10.0,Green,Taiwan,7.83,"November 23rd, 2014",2014,0.1,Washed / Wet,0.0,南投國姓,10.0,10.0,Typica,800.0,2018_volpatto,Specialty
7.58,7.5,7.58,7.75,7.58,0,0,10.0,Green,Colombia,7.58,"June 24th, 2014",2014,0.0,Natural / Dry,0.0,eje cafetero,10.0,10.0,Caturra,1483.0,2018_volpatto,Specialty
7.67,7.58,7.5,7.5,7.67,0,1,10.0,Green,Guatemala,7.67,"March 7th, 2014",2014,0.1,Washed / Wet,0.0,antigua,10.0,10.0,Caturra,1500.0,2018_volpatto,Specialty
7.33,7.67,7.83,7.67,7.67,0,1,10.0,Green,Colombia,7.5,"August 2nd, 2013",2013,0.11,Washed / Wet,0.0,huila,10.0,10.0,Caturra,1750.0,2018_volpatto,Specialty
7.5,7.5,7.58,7.58,7.58,0,6,10.0,Green,Mexico,7.75,"March 29th, 2013",2013,0.12,Washed / Wet,0.0,chiapas,10.0,10.0,Bourbon,1300.0,2018_volpatto,Specialty
8.0,7.83,7.58,7.67,8.08,0,4,10.0,Bluish-Green,United States (Hawaii),7.75,"March 21st, 2013",2012,0.11,Natural / Dry,0.0,kona,9.33,9.33,Hawaiian Kona,,2018_volpatto,Specialty
7.92,7.42,7.75,7.5,7.33,0,0,10.0,Blue-Green,Mexico,7.75,"July 11th, 2012",2012,0.12,Washed / Wet,0.0,fortín de las flores,10.0,10.0,Caturra,1000.0,2018_volpatto,Specialty
7.83,7.08,7.83,8.08,7.42,0,9,10.0,Green,Guatemala,7.58,"July 9th, 2012",2012,0.11,Washed / Wet,0.0,oriente,10.0,10.0,Bourbon,1310.64,2018_volpatto,Specialty
7.58,7.5,7.75,7.58,7.58,0,1,10.0,Blue-Green,Brazil,7.67,"February 23rd, 2012",2012,0.11,Semi-Washed / Semi-Pulped,0.0,grama valley,10.0,10.0,Yellow Bourbon,1200.0,2018_volpatto,Specialty
7.42,7.58,7.67,7.58,7.83,0,1,10.0,Green,Colombia,7.58,"February 22nd, 2012",2012,0.12,Washed / Wet,0.0,huila,10.0,10.0,Caturra,175.0,2018_volpatto,Specialty
7.5,7.5,7.67,7.67,7.58,0,0,10.0,Green,Colombia,7.67,"February 9th, 2012",2012,0.11,Washed / Wet,0.0,la plata,10.0,10.0,Caturra,1775.0,2018_volpatto,Specialty
7.42,7.25,7.92,7.58,7.83,0,0,10.0,,Colombia,7.75,"June 14th, 2011",1T/2011,0.08,,0.0,huila,10.0,10.0,,1700.0,2018_volpatto,Specialty
7.25,7.67,8.0,7.5,7.67,0,1,10.0,,Colombia,7.67,"February 22nd, 2011",4t/2010,0.13,,0.0,cauca,10.0,10.0,,1880.0,2018_volpatto,Specialty
7.42,7.5,7.92,7.67,7.42,0,1,10.0,,Colombia,7.75,"January 17th, 2011",4T/2010,0.04,,0.0,cundinamarca,10.0,10.0,,1800.0,2018_volpatto,Specialty
7.58,7.5,7.67,7.58,7.67,0,4,10.0,Green,Brazil,7.42,"October 20th, 2017",2017 / 2018,0.11,Natural / Dry,0.0,south of minas,10.0,10.0,Bourbon,890.0,2018_volpatto,Specialty
7.67,7.33,7.58,7.58,7.75,0,1,10.0,Green,Guatemala,7.58,"August 24th, 2017",2017,0.1,Washed / Wet,0.0,oriente,10.0,10.0,Bourbon,1901.0,2018_volpatto,Specialty
7.67,7.42,7.67,7.58,7.67,0,3,10.0,Green,"Tanzania, United Republic Of",7.58,"June 20th, 2017",2016,0.12,Washed / Wet,0.0,moshi,10.0,10.0,Bourbon,168.0,2018_volpatto,Specialty
7.58,7.5,7.92,7.5,7.67,0,0,10.0,Green,Peru,7.5,"June 16th, 2017",2017,0.11,,1.0,,10.0,10.0,,,2018_volpatto,Specialty
7.33,7.08,7.58,8.58,7.58,0,0,10.0,,Vietnam,7.42,"May 8th, 2017",2017,0.07,Natural / Dry,0.0,dala,10.0,10.0,Catimor,1550.0,2018_volpatto,Specialty
7.75,7.42,7.67,7.5,7.58,2,3,10.0,Green,Guatemala,7.75,"May 23rd, 2016",2016,0.11,Washed / Wet,2.0,antigua,10.0,10.0,Caturra,1500.0,2018_volpatto,Specialty
7.67,7.33,7.5,7.67,7.67,0,0,10.0,Green,China,7.67,"April 6th, 2016",2015,0.11,Washed / Wet,0.0,yunnan,10.0,10.0,Catimor,1200.0,2018_volpatto,Specialty
7.67,7.5,7.67,7.58,7.42,0,3,10.0,Green,China,7.67,"April 5th, 2016",2015,0.1,Washed / Wet,0.0,dehong prefecture,10.0,10.0,Catimor,1600.0,2018_volpatto,Specialty
7.67,7.33,7.5,7.67,8.0,0,0,10.0,Green,El Salvador,7.5,"March 29th, 2016",2016,0.0,Washed / Wet,0.0,apaneca,10.0,10.0,Bourbon,1350.0,2018_volpatto,Specialty
7.83,7.5,7.5,7.5,7.58,0,1,10.0,Green,Guatemala,7.75,"October 29th, 2015",2015,0.11,Washed / Wet,0.0,antigua,10.0,10.0,Bourbon,1500.0,2018_volpatto,Specialty
7.75,7.42,7.92,7.5,7.5,0,3,10.0,Green,Guatemala,7.67,"September 29th, 2015",2015,0.12,Washed / Wet,0.0,oriente,10.0,10.0,Bourbon,1650.0,2018_volpatto,Specialty
7.75,7.67,7.83,8.5,7.83,0,1,9.33,Bluish-Green,Kenya,7.75,"July 3rd, 2015",2014,0.1,Washed / Wet,0.0,kenya,9.33,9.33,Sl28,250.5,2018_volpatto,Specialty
7.75,7.58,7.67,7.67,7.42,0,0,10.0,Bluish-Green,Thailand,7.58,"June 9th, 2015",2014,0.12,Washed / Wet,0.0,thailand,10.0,10.0,,800.0,2018_volpatto,Specialty
7.58,7.67,7.58,7.58,7.42,0,6,10.0,Bluish-Green,"Tanzania, United Republic Of",7.67,"December 12th, 2014",2014,0.13,Washed / Wet,0.0,mbinga,10.0,10.0,Other,1653.0,2018_volpatto,Specialty
7.67,7.5,7.58,7.67,7.5,0,4,10.0,,Colombia,7.5,"November 5th, 2014",2014,0.0,Washed / Wet,0.0,huila,10.0,10.0,Caturra,1775.0,2018_volpatto,Specialty
7.42,7.5,8.0,7.58,7.33,0,0,10.0,Bluish-Green,Uganda,7.67,"October 28th, 2014",2014,0.1,Washed / Wet,0.0,eastern,10.0,10.0,Sl14,1800.0,2018_volpatto,Specialty
7.58,7.5,7.58,7.58,7.58,10,3,10.0,Green,Colombia,7.75,"August 25th, 2014",2014,0.11,Washed / Wet,0.0,,10.0,10.0,,,2018_volpatto,Specialty
7.67,7.5,7.5,7.67,7.67,0,5,10.0,Green,Honduras,7.5,"April 12th, 2014",2013,0.1,Natural / Dry,0.0,san marcos,10.0,10.0,Catuai,1450.0,2018_volpatto,Specialty
7.67,7.5,7.67,7.67,7.5,0,3,10.0,Green,Honduras,7.67,"April 8th, 2014",2014/2015,0.11,Natural / Dry,0.0,comayagua,10.0,10.0,Caturra,1350.0,2018_volpatto,Specialty
8.17,7.17,7.33,7.67,7.33,0,1,10.0,Green,Guatemala,7.83,"March 27th, 2014",2014,0.09,Washed / Wet,0.0,san marcos,10.0,10.0,Catuai,1524.0,2018_volpatto,Specialty
7.42,7.58,7.5,7.67,7.92,0,0,10.0,Bluish-Green,United States (Hawaii),7.5,"February 7th, 2014",2013,0.11,Natural / Dry,0.0,kona,10.0,10.0,Hawaiian Kona,,2018_volpatto,Specialty
7.75,7.58,7.58,7.58,7.58,0,1,10.0,Green,"Tanzania, United Republic Of",7.5,"January 31st, 2014",2014,0.12,Washed / Wet,0.0,kilimanjaro,10.0,10.0,Bourbon,1800.0,2018_volpatto,Specialty
7.67,7.33,7.67,7.67,7.5,0,2,10.0,Green,Guatemala,7.83,"April 26th, 2013",2013,0.11,Washed / Wet,0.0,oriente,10.0,10.0,Bourbon,1310.64,2018_volpatto,Specialty
7.58,7.58,7.75,7.42,7.5,0,2,10.0,Green,Mexico,7.58,"March 29th, 2013",2013,0.11,Washed / Wet,0.0,chiapas,10.0,10.0,Typica,1500.0,2018_volpatto,Specialty
7.5,7.58,7.75,7.58,7.42,3,8,10.0,,Mexico,7.67,"September 27th, 2012",2012,0.12,Washed / Wet,0.0,"tlanchinol, hidalgo",10.0,10.0,Typica,532.0,2018_volpatto,Specialty
7.67,7.42,7.58,7.58,7.5,0,10,10.0,,Mexico,7.75,"September 27th, 2012",2012,0.14,Washed / Wet,0.0,san bartolo tutotepec,10.0,10.0,Pacamara,1089.0,2018_volpatto,Specialty
7.5,7.5,7.67,8.17,7.58,1,2,10.0,Green,Colombia,7.5,"August 31st, 2012",2012,0.11,Washed / Wet,0.0,huila,10.0,10.0,Caturra,1775.0,2018_volpatto,Specialty
7.75,7.42,7.75,7.58,7.58,0,5,10.0,Green,Mexico,7.5,"July 11th, 2012",2012,0.13,Washed / Wet,0.0,san isidro,10.0,10.0,Typica,700.0,2018_volpatto,Specialty
7.58,7.5,7.58,7.67,7.67,0,0,10.0,Blue-Green,Colombia,7.67,"June 8th, 2012",2012,0.11,Washed / Wet,0.0,huila,10.0,10.0,Caturra,1750.0,2018_volpatto,Specialty
7.58,7.58,7.5,7.5,7.67,0,5,10.0,,Mexico,7.75,"June 6th, 2012",2012,0.11,Washed / Wet,0.0,la concordia,10.0,10.0,Typica,1380.0,2018_volpatto,Specialty
7.5,7.58,7.75,7.58,7.58,0,1,10.0,Green,Brazil,7.67,"March 19th, 2012",2012,0.12,Natural / Dry,0.0,south of minas,10.0,10.0,Mundo Novo,1000.0,2018_volpatto,Specialty
7.58,7.5,7.92,7.5,7.42,0,4,10.0,Green,Brazil,7.58,"February 17th, 2012",2012,0.11,Natural / Dry,0.0,mogiana,10.0,10.0,Mundo Novo,950.0,2018_volpatto,Specialty
7.5,7.67,7.75,8.0,7.92,0,10,10.0,Green,Guatemala,7.5,"February 1st, 2012",2012,0.0,Washed / Wet,0.0,oriente,9.33,10.0,Bourbon,1402.08,2018_volpatto,Specialty
7.5,7.58,7.75,7.5,7.75,0,3,10.0,Blue-Green,Brazil,7.5,"December 3rd, 2011",2011,0.12,Semi-Washed / Semi-Pulped,0.0,south of minas,10.0,10.0,Mundo Novo,1000.0,2018_volpatto,Specialty
7.5,7.67,7.58,7.58,7.67,0,2,10.0,,Brazil,7.75,"October 28th, 2011",2011,0.02,,0.0,south of minas,10.0,10.0,,900.0,2018_volpatto,Specialty
8.08,8.17,7.42,7.58,7.17,0,3,9.33,,El Salvador,7.83,"August 23rd, 2011",2010-2011,0.14,,0.0,santa ana,10.0,10.0,,1200.0,2018_volpatto,Specialty
