Country of Origin,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Moisture Percentage,Category One Defects,Quakers,Color,Category Two Defects,is_specialty
Brazil,8.5,8.5,8.0,8.0,8.0,8.0,10.0,10.0,10.0,0.12,0,0.0,Green,2,1
Ethiopia,7.83,8.25,8.08,8.17,8.17,8.17,10.0,10.0,10.0,0.05,0,0.0,,2,1
Uganda,8.42,8.17,8.17,8.17,7.83,7.92,10.0,10.0,10.0,0.12,0,0.0,Green,1,1
Honduras,8.17,8.08,8.08,8.0,8.08,8.0,10.0,10.0,10.0,0.1,0,0.0,Green,3,1
Taiwan,8.0,8.0,8.0,8.25,8.0,8.17,10.0,10.0,10.0,0.0,0,0.0,Green,0,1
Nicaragua,7.92,8.25,8.0,8.33,8.0,8.08,10.0,10.0,10.0,0.08,0,0.0,,2,1
"Tanzania, United Republic Of",8.42,8.17,8.17,8.0,7.58,8.0,10.0,10.0,10.0,0.11,0,0.0,Bluish-Green,1,1
Brazil,8.5,8.17,8.0,7.75,8.0,8.0,10.0,10.0,10.0,0.12,0,0.0,Green,2,1
Costa Rica,8.17,7.83,8.0,8.08,7.83,8.0,10.0,10.0,10.0,0.0,0,0.0,Blue-Green,0,1
Ethiopia,8.0,8.08,7.92,8.0,8.08,8.08,10.0,10.0,10.0,0.1,0,0.0,Green,3,1
Kenya,8.08,8.0,8.0,8.25,7.92,7.92,10.0,10.0,10.0,0.12,0,0.0,Blue-Green,1,1
United States (Hawaii),8.08,8.17,8.0,7.92,7.92,7.83,10.0,10.0,10.0,0.0,1,0.0,,4,1
United States (Hawaii),8.25,8.42,8.08,7.75,7.67,7.83,10.0,10.0,10.0,0.0,2,0.0,,1,1
Ethiopia,7.92,7.75,8.08,8.08,8.08,8.17,10.0,10.0,10.0,0.1,0,0.0,,2,1
United States,7.67,8.17,8.0,8.0,8.17,8.08,10.0,10.0,10.0,0.0,0,0.0,,0,1
Thailand,7.83,8.33,7.83,8.25,7.58,7.92,10.0,10.0,10.0,0.1,1,0.0,Green,9,1
Brazil,8.17,7.92,7.92,7.75,8.33,8.0,10.0,10.0,10.0,0.08,0,0.0,,2,1
Brazil,8.42,7.92,8.0,7.75,7.92,8.0,10.0,10.0,10.0,0.01,0,0.0,,3,1
Taiwan,8.08,8.17,7.75,8.08,7.75,7.83,10.0,10.0,10.0,0.12,0,0.0,Green,0,1
Kenya,8.08,8.08,8.0,8.0,7.83,8.08,10.0,10.0,10.0,0.11,0,0.0,Bluish-Green,2,1
Brazil,8.33,8.0,8.0,8.0,7.75,8.0,10.0,10.0,10.0,0.11,0,0.0,Blue-Green,2,1
Uganda,8.08,8.08,7.83,7.92,8.08,7.92,10.0,10.0,10.0,0.0,0,0.0,,0,1
Colombia,7.75,7.92,7.83,8.08,8.08,8.17,10.0,10.0,10.0,0.12,1,0.0,Green,1,1
Kenya,7.92,8.17,7.83,8.5,7.5,7.92,10.0,10.0,10.0,0.11,0,0.0,Green,1,1
Uganda,8.25,8.0,7.83,8.08,8.0,7.92,10.0,10.0,10.0,0.1,0,0.0,Blue-Green,0,1
Ethiopia,7.75,8.08,8.0,8.25,8.0,8.0,10.0,10.0,10.0,0.01,0,0.0,,4,1
United States (Hawaii),8.33,8.17,7.75,8.0,7.75,7.83,10.0,10.0,10.0,0.0,0,0.0,,0,1
Guatemala,7.92,8.08,7.92,8.08,8.08,7.83,10.0,10.0,10.0,0.1,0,1.0,Green,3,1
Uganda,8.17,8.17,7.92,8.08,7.83,7.75,10.0,10.0,10.0,0.12,0,0.0,Green,0,1
Colombia,8.0,8.0,8.0,8.17,7.83,8.0,10.0,10.0,10.0,0.0,1,0.0,Blue-Green,0,1
Panama,8.0,8.0,7.92,8.08,7.83,8.0,10.0,10.0,10.0,0.08,0,1.0,Bluish-Green,0,1
Ethiopia,7.83,8.08,7.92,8.08,8.0,7.92,10.0,10.0,10.0,0.1,0,0.0,Green,4,1
Guatemala,7.83,8.0,8.0,8.17,7.83,8.0,10.0,10.0,10.0,0.12,0,0.0,Green,3,1
Guatemala,8.0,8.0,7.83,8.33,7.83,7.83,10.0,10.0,10.0,0.1,0,0.0,Bluish-Green,1,1
Ethiopia,7.83,8.0,7.83,8.17,7.92,8.0,10.0,10.0,10.0,0.09,0,4.0,,7,1
Peru,8.0,8.0,8.0,8.08,7.92,7.75,10.0,10.0,10.0,0.1,4,0.0,Green,6,1
Papua New Guinea,8.33,8.42,7.83,8.33,8.0,8.25,9.33,9.33,10.0,0.12,0,0.0,Bluish-Green,1,1
El Salvador,7.92,8.17,8.0,7.92,7.75,7.83,10.0,10.0,10.0,0.1,0,0.0,Blue-Green,3,1
El Salvador,7.83,8.0,8.0,7.75,7.92,8.17,10.0,10.0,10.0,0.11,0,0.0,,0,1
United States (Hawaii),7.83,8.0,7.92,7.75,8.08,8.0,10.0,10.0,10.0,0.0,0,0.0,,1,1
Panama,8.0,7.75,7.83,7.83,7.67,8.58,10.0,10.0,10.0,0.09,2,0.0,,2,1
Kenya,7.92,7.92,7.83,8.08,7.83,7.92,10.0,10.0,10.0,0.1,0,0.0,Green,3,1
Ethiopia,7.83,8.0,7.83,7.92,7.83,8.08,10.0,10.0,10.0,0.12,0,0.0,Green,7,1
Uganda,8.33,7.92,7.67,7.92,7.67,7.92,10.0,10.0,10.0,0.12,0,0.0,Green,1,1
Guatemala,8.0,7.83,7.67,8.33,7.83,8.0,10.0,10.0,10.0,0.11,0,0.0,Green,1,1
Ethiopia,7.75,7.83,7.83,8.17,7.92,7.83,10.0,10.0,10.0,0.1,0,0.0,Green,18,1
Uganda,8.08,8.0,7.83,7.67,8.0,7.83,10.0,10.0,10.0,0.12,0,0.0,Green,5,1
United States (Hawaii),7.92,7.92,7.75,7.92,7.75,7.92,10.0,10.0,10.0,0.0,4,0.0,,6,1
Brazil,8.0,8.0,8.0,7.67,7.75,8.0,10.0,10.0,10.0,0.11,0,0.0,Blue-Green,1,1
El Salvador,8.08,7.83,7.83,8.08,7.83,7.83,10.0,10.0,10.0,0.01,0,0.0,,0,1
China,8.0,8.0,8.0,7.83,7.83,7.75,10.0,10.0,10.0,0.1,0,0.0,Green,0,1
Guatemala,7.83,7.75,7.83,7.67,7.83,8.58,10.0,10.0,10.0,0.11,0,0.0,Green,1,1
Costa Rica,7.92,8.08,8.0,7.92,8.0,8.08,10.0,10.0,9.33,0.0,0,0.0,Bluish-Green,0,1
Costa Rica,8.0,7.58,7.58,7.67,8.08,8.5,10.0,10.0,10.0,0.1,0,0.0,Bluish-Green,2,1
Kenya,7.83,8.08,7.75,8.08,7.92,7.75,10.0,10.0,10.0,0.0,0,0.0,Green,2,1
Kenya,8.0,7.92,7.92,8.08,7.83,7.75,10.0,10.0,10.0,0.0,0,0.0,Green,6,1
Ethiopia,7.83,7.83,7.92,8.08,7.75,7.83,10.0,10.0,10.0,0.05,0,0.0,,2,1
Ethiopia,7.92,7.83,7.75,8.33,7.75,7.75,10.0,10.0,10.0,0.1,0,0.0,,3,1
Guatemala,8.0,7.92,7.75,8.0,7.92,7.83,10.0,10.0,10.0,0.1,0,2.0,Green,2,1
Colombia,8.17,7.92,7.83,8.0,7.58,7.83,10.0,10.0,10.0,0.11,0,0.0,Green,0,1
Colombia,7.58,8.08,7.92,7.83,8.0,7.92,10.0,10.0,10.0,0.12,0,0.0,Green,2,1
Indonesia,7.75,7.83,7.67,8.0,8.08,7.83,10.0,10.0,10.0,0.11,0,0.0,Green,3,1
Guatemala,8.25,8.0,7.67,7.92,7.75,7.67,10.0,10.0,10.0,0.0,0,0.0,,7,1
Ethiopia,7.75,8.0,7.58,8.0,8.0,7.92,10.0,10.0,10.0,0.11,0,1.0,Green,8,1
Colombia,8.17,7.83,7.58,8.08,8.0,7.75,10.0,10.0,10.0,0.0,0,0.0,,0,1
Ethiopia,8.42,8.0,7.42,8.0,7.92,7.92,9.33,10.0,10.0,0.1,2,0.0,Green,7,1
United States (Hawaii),7.58,7.83,7.83,7.92,7.83,8.17,10.0,10.0,10.0,0.11,2,0.0,Bluish-Green,2,1
Colombia,7.83,8.0,7.75,7.75,7.83,7.83,10.0,10.0,10.0,0.11,0,0.0,Green,8,1
United States (Hawaii),8.08,8.17,7.92,8.0,8.08,8.0,9.33,9.33,10.0,0.01,1,0.0,,7,1
Ethiopia,7.67,8.0,7.83,8.0,7.92,7.83,10.0,10.0,10.0,0.0,0,0.0,,5,1
United States (Hawaii),7.5,7.92,8.25,7.83,7.92,7.75,10.0,10.0,10.0,0.0,0,0.0,,0,1
Uganda,8.17,7.92,7.75,7.75,7.67,7.75,10.0,10.0,10.0,0.11,0,0.0,Green,1,1
Colombia,8.0,7.92,7.75,7.92,7.75,7.83,10.0,10.0,10.0,0.0,0,0.0,Green,3,1
Costa Rica,7.83,8.0,7.58,7.92,7.92,7.83,10.0,10.0,10.0,0.12,1,1.0,Green,1,1
Mexico,7.83,8.0,7.83,7.75,7.67,7.83,10.0,10.0,10.0,0.09,0,0.0,Green,3,1
Kenya,8.17,7.83,7.92,7.75,7.67,7.83,10.0,10.0,10.0,0.11,0,5.0,Green,7,1
Kenya,7.75,7.83,7.75,8.08,8.0,7.75,10.0,10.0,10.0,0.0,0,0.0,Green,5,1
Brazil,8.0,8.0,7.83,7.83,7.67,7.67,10.0,10.0,10.0,0.12,0,0.0,Green,3,1
Mexico,7.92,8.17,7.75,8.08,7.42,7.83,10.0,10.0,10.0,0.0,0,0.0,,0,1
United States (Hawaii),7.75,7.92,7.75,7.75,8.0,8.0,10.0,10.0,10.0,0.0,0,0.0,,1,1
Guatemala,7.83,8.08,7.67,8.0,7.75,7.67,10.0,10.0,10.0,0.04,0,0.0,,1,1
Colombia,7.92,7.92,7.67,7.83,7.92,7.83,10.0,10.0,10.0,0.0,1,6.0,,2,1
Colombia,7.92,7.83,7.75,7.83,7.75,8.0,10.0,10.0,10.0,0.12,0,0.0,Green,1,1
Taiwan,7.67,7.83,8.0,7.58,8.0,7.92,10.0,10.0,10.0,0.11,0,0.0,Green,0,1
"Tanzania, United Republic Of",8.0,7.83,7.83,7.92,7.75,7.75,10.0,10.0,10.0,0.12,0,0.0,Green,2,1
Colombia,7.75,7.92,7.83,7.75,7.75,8.0,10.0,10.0,10.0,0.11,0,0.0,Green,3,1
Mexico,7.75,8.0,7.75,7.83,7.5,7.92,10.0,10.0,10.0,0.11,0,0.0,,0,1
Brazil,8.0,7.92,7.75,7.75,8.0,7.75,10.0,10.0,10.0,0.11,0,0.0,Green,2,1
Brazil,8.0,8.0,7.75,8.0,7.5,7.75,10.0,10.0,10.0,0.12,0,0.0,Green,2,1
Kenya,8.0,7.67,7.83,8.17,7.92,7.75,10.0,10.0,10.0,0.06,1,0.0,,9,1
Taiwan,7.92,7.58,7.83,7.83,7.83,7.83,10.0,10.0,10.0,0.0,0,0.0,Green,0,1
Uganda,7.75,7.92,7.67,7.67,8.25,7.75,10.0,10.0,10.0,0.12,0,0.0,Green,1,1
United States (Hawaii),7.67,7.75,7.75,7.75,7.83,8.0,10.0,10.0,10.0,0.0,3,0.0,,15,1
Ethiopia,7.75,7.92,7.83,7.92,7.75,7.67,10.0,10.0,10.0,0.1,0,0.0,,2,1
Ethiopia,7.42,7.92,7.92,8.0,7.83,7.83,10.0,10.0,10.0,0.1,0,0.0,,4,1
Thailand,7.75,7.75,7.75,7.75,8.0,7.75,10.0,10.0,10.0,0.12,0,0.0,Green,0,1
Kenya,7.92,7.83,7.58,7.92,7.75,7.83,10.0,10.0,10.0,0.13,0,0.0,Green,0,1
Honduras,7.83,7.75,8.0,7.67,7.67,7.67,10.0,10.0,10.0,0.11,0,0.0,Green,4,1
El Salvador,7.75,8.0,8.0,8.33,7.67,7.92,10.0,10.0,9.33,0.15,0,0.0,,3,1
Nicaragua,7.83,7.58,7.58,7.83,7.75,7.67,10.0,10.0,10.0,0.18,0,0.0,,2,1
El Salvador,7.83,7.83,7.5,8.0,7.83,7.67,10.0,10.0,10.0,0.0,0,0.0,Blue-Green,2,1
Indonesia,7.92,7.83,7.75,7.75,7.75,7.75,10.0,10.0,10.0,0.12,0,0.0,Green,7,1
Japan,7.75,7.75,7.75,7.42,8.08,7.83,10.0,10.0,10.0,0.12,0,0.0,Green,0,1
Costa Rica,8.08,7.75,7.67,7.83,7.5,7.92,10.0,10.0,10.0,0.1,0,0.0,Blue-Green,2,1
Guatemala,7.75,7.83,7.58,8.0,7.92,7.75,10.0,10.0,10.0,0.1,0,0.0,Green,1,1
Costa Rica,8.17,8.0,7.83,7.17,7.83,7.75,10.0,10.0,10.0,0.12,0,0.0,Green,0,1
Ethiopia,8.08,7.83,7.75,7.83,7.58,7.67,10.0,10.0,10.0,0.1,0,0.0,,3,1
Costa Rica,7.67,7.58,7.75,7.75,7.67,8.58,10.0,10.0,10.0,0.08,0,0.0,Green,1,1
Costa Rica,8.0,7.58,7.83,7.75,7.75,7.75,10.0,10.0,10.0,0.11,0,0.0,Green,4,1
Costa Rica,8.08,7.83,7.75,7.83,7.92,8.0,10.0,10.0,9.33,0.0,1,0.0,Green,10,1
Taiwan,8.0,7.92,7.75,7.75,7.75,7.75,10.0,10.0,10.0,0.11,0,0.0,Green,0,1
Colombia,7.75,7.83,7.75,7.83,7.75,7.83,10.0,10.0,10.0,0.0,0,0.0,Green,0,1
Kenya,7.75,7.92,7.83,8.0,7.58,7.75,10.0,10.0,10.0,0.11,0,0.0,Bluish-Green,0,1
Guatemala,8.0,7.83,7.67,7.83,7.67,8.0,10.0,10.0,10.0,0.11,0,0.0,Green,4,1
Guatemala,7.67,7.83,7.67,8.0,7.67,7.83,10.0,10.0,10.0,0.12,0,0.0,Green,4,1
Mexico,7.83,7.58,7.67,7.92,7.92,7.83,10.0,10.0,10.0,0.13,0,0.0,,3,1
Uganda,7.92,7.83,7.75,7.92,7.67,7.75,10.0,10.0,10.0,0.11,0,0.0,Blue-Green,3,1
Peru,7.67,7.83,7.75,7.75,7.92,7.83,10.0,10.0,10.0,0.0,0,0.0,,3,1
Ethiopia,7.42,7.75,7.75,8.0,8.0,7.92,10.0,10.0,10.0,0.2,0,0.0,,3,1
Kenya,7.92,7.75,7.83,7.75,7.58,7.92,10.0,10.0,10.0,0.11,0,0.0,Blue-Green,5,1
Colombia,7.83,7.67,7.58,7.92,7.67,7.83,10.0,10.0,10.0,0.0,0,0.0,Blue-Green,4,1
Colombia,7.92,7.83,7.58,8.0,7.83,7.67,10.0,10.0,10.0,0.0,0,1.0,Green,5,1
Kenya,7.83,7.83,7.83,7.75,7.58,7.83,10.0,10.0,10.0,0.1,0,0.0,Bluish-Green,2,1
Guatemala,7.75,7.83,7.67,7.92,7.75,7.83,10.0,10.0,10.0,0.11,0,0.0,Green,1,1
Guatemala,8.0,7.92,7.67,7.58,7.58,7.67,10.0,10.0,10.0,0.09,0,0.0,Green,0,1
Colombia,7.67,7.67,7.58,7.75,7.58,8.5,10.0,10.0,10.0,0.0,0,0.0,,0,1
Colombia,7.75,7.75,7.83,7.75,7.58,8.0,10.0,10.0,10.0,0.0,0,0.0,,5,1
Kenya,7.75,7.75,7.75,8.08,7.75,7.75,10.0,10.0,10.0,0.0,0,0.0,Green,0,1
Colombia,7.67,7.83,7.83,8.0,7.58,7.92,10.0,10.0,10.0,0.0,0,0.0,Green,2,1
Costa Rica,7.75,7.83,7.75,8.0,7.83,7.67,10.0,10.0,10.0,0.12,0,0.0,Bluish-Green,2,1
Colombia,7.42,7.67,7.75,7.75,8.08,7.83,10.0,10.0,10.0,0.11,0,0.0,Green,6,1
Brazil,8.0,8.0,7.75,7.75,7.58,7.75,10.0,10.0,10.0,0.12,0,0.0,Green,2,1
Brazil,8.5,8.0,7.5,7.75,7.5,7.83,10.0,10.0,10.0,0.11,0,0.0,Blue-Green,1,1
Costa Rica,7.92,7.67,7.92,7.75,7.67,7.58,10.0,10.0,10.0,0.1,0,0.0,Bluish-Green,2,1
Uganda,7.92,7.75,7.67,7.75,7.83,7.75,10.0,10.0,10.0,0.11,0,0.0,Green,1,1
China,7.75,7.92,7.67,7.83,7.75,7.67,10.0,10.0,10.0,0.1,0,0.0,Green,1,1
Costa Rica,7.92,7.83,7.83,7.83,7.58,7.58,10.0,10.0,10.0,0.11,0,0.0,Green,0,1
Colombia,8.08,7.67,7.83,7.83,7.67,7.67,10.0,10.0,10.0,0.12,1,0.0,Green,0,1
China,7.67,8.0,7.75,7.83,7.75,7.58,10.0,10.0,10.0,0.0,0,0.0,Green,2,1
Guatemala,8.17,7.83,7.67,7.83,7.67,7.83,10.0,10.0,10.0,0.11,0,0.0,Green,2,1
Kenya,7.92,7.83,7.67,8.0,7.67,7.75,10.0,10.0,10.0,0.11,0,0.0,Blue-Green,0,1
Mexico,8.0,7.92,7.42,8.08,7.5,7.67,10.0,10.0,10.0,0.12,0,0.0,Green,0,1
Mexico,7.92,7.83,7.75,7.75,7.75,7.83,10.0,10.0,10.0,0.11,0,0.0,,4,1
Guatemala,7.67,8.0,7.67,8.0,7.5,7.83,10.0,10.0,10.0,0.11,0,0.0,Green,2,1
Brazil,7.81,7.81,7.88,7.75,7.38,8.25,9.5,10.0,10.0,0.0,0,0.0,,4,1
Brazil,8.17,7.67,7.75,7.75,7.67,7.75,10.0,10.0,10.0,0.0,2,0.0,,0,1
Costa Rica,7.58,7.83,7.83,8.0,7.67,7.58,10.0,10.0,10.0,0.1,0,0.0,Blue-Green,3,1
Indonesia,7.67,7.67,7.83,7.58,7.83,7.83,10.0,10.0,10.0,0.0,0,0.0,Blue-Green,3,1
Colombia,7.92,7.83,7.75,7.67,7.92,7.67,10.0,10.0,10.0,0.0,0,0.0,Green,1,1
Colombia,7.92,7.75,7.67,7.92,7.67,7.75,10.0,10.0,10.0,0.0,0,0.0,Green,3,1
Taiwan,7.83,7.83,7.75,8.0,7.5,7.75,10.0,10.0,10.0,0.11,0,0.0,Blue-Green,0,1
United States (Hawaii),7.92,7.92,7.5,7.83,7.5,7.92,10.0,10.0,10.0,0.11,0,0.0,Blue-Green,1,1
Mexico,7.75,7.92,7.75,7.67,7.83,7.67,10.0,10.0,10.0,0.12,2,0.0,,4,1
Ethiopia,7.5,7.75,7.83,7.92,7.92,7.75,10.0,10.0,10.0,0.2,0,0.0,,2,1
Kenya,7.33,7.58,7.83,7.75,7.75,7.92,10.0,10.0,10.0,0.11,0,0.0,Green,4,1
Honduras,7.92,8.0,7.75,7.67,7.67,7.75,10.0,10.0,10.0,0.1,0,0.0,Green,3,1
Colombia,7.58,7.75,7.5,7.83,7.67,8.5,10.0,10.0,10.0,0.0,0,3.0,Green,5,1
Honduras,7.58,7.92,7.58,7.75,7.92,7.75,10.0,10.0,10.0,0.11,0,1.0,Green,2,1
Colombia,7.67,7.67,7.75,7.83,7.75,7.83,10.0,10.0,10.0,0.0,0,2.0,,4,1
Colombia,7.75,7.67,8.0,7.67,8.08,7.83,10.0,10.0,10.0,0.11,6,0.0,Green,0,1
Colombia,7.75,7.58,7.33,7.83,7.58,8.08,10.0,10.0,10.0,0.0,0,0.0,Green,0,1
Mexico,8.0,7.75,7.75,7.83,7.5,7.67,10.0,10.0,10.0,0.12,0,0.0,Blue-Green,1,1
Brazil,8.17,8.0,7.5,7.75,7.5,7.67,10.0,10.0,10.0,0.0,0,0.0,,4,1
Brazil,8.0,8.0,7.5,7.5,7.67,7.75,10.0,10.0,10.0,0.02,0,0.0,,2,1
Ethiopia,7.75,7.75,7.92,7.75,7.5,7.92,10.0,10.0,10.0,0.0,0,0.0,,1,1
Guatemala,7.5,7.67,7.75,7.67,7.92,7.92,10.0,10.0,10.0,0.04,1,0.0,,1,1
Taiwan,7.92,7.75,7.75,7.67,7.67,7.83,10.0,10.0,10.0,0.12,0,0.0,Blue-Green,0,1
Thailand,7.83,7.75,7.75,7.42,7.83,7.67,10.0,10.0,10.0,0.12,0,0.0,Green,0,1
Colombia,7.83,7.58,7.75,7.58,7.67,8.0,10.0,10.0,10.0,0.11,0,0.0,Green,2,1
Guatemala,7.75,7.75,7.58,7.92,7.75,7.75,10.0,10.0,10.0,0.11,0,4.0,Green,4,1
Guatemala,7.75,7.92,7.5,8.08,7.58,7.67,10.0,10.0,10.0,0.1,0,0.0,Green,1,1
China,7.83,7.83,7.58,7.75,7.75,7.75,10.0,10.0,10.0,0.1,0,0.0,Green,1,1
Colombia,7.67,7.67,7.75,7.75,7.67,7.92,10.0,10.0,10.0,0.11,0,0.0,Green,3,1
Colombia,7.83,7.67,7.75,7.58,7.92,7.75,10.0,10.0,10.0,0.12,4,0.0,Green,2,1
Colombia,7.83,7.75,7.83,7.58,7.67,7.75,10.0,10.0,10.0,0.12,0,0.0,Green,0,1
Colombia,7.42,7.67,7.83,7.75,7.92,7.83,10.0,10.0,10.0,0.12,3,0.0,Green,0,1
"Tanzania, United Republic Of",7.83,7.67,7.75,7.83,7.67,7.67,10.0,10.0,10.0,0.12,0,0.0,Green,7,1
"Tanzania, United Republic Of",7.83,7.75,7.75,7.75,7.67,7.75,10.0,10.0,10.0,0.12,0,0.0,Green,2,1
Guatemala,7.83,7.83,7.5,7.92,7.58,7.75,10.0,10.0,10.0,0.1,0,0.0,Green,1,1
Colombia,7.58,7.5,7.75,7.83,7.92,7.83,10.0,10.0,10.0,0.11,0,0.0,Green,2,1
United States (Hawaii),7.33,7.92,7.92,7.92,7.92,8.08,10.0,10.0,9.33,0.11,1,0.0,Bluish-Green,1,1
Mexico,7.83,7.92,7.67,7.83,7.5,7.75,10.0,10.0,10.0,0.12,0,0.0,Green,1,1
Mexico,7.83,7.83,7.75,7.67,7.83,7.58,10.0,10.0,10.0,0.12,0,0.0,Green,0,1
Mexico,7.83,7.92,7.67,7.75,7.5,7.75,10.0,10.0,10.0,0.1,0,0.0,Bluish-Green,4,1
Uganda,8.17,7.75,7.58,7.67,7.83,7.58,10.0,10.0,10.0,0.13,4,0.0,Green,29,1
Guatemala,7.75,7.83,7.58,7.83,7.67,7.75,10.0,10.0,10.0,0.13,0,0.0,Green,1,1
Colombia,7.83,7.75,7.58,7.67,7.75,7.83,10.0,10.0,10.0,0.0,0,0.0,Green,2,1
Costa Rica,7.92,7.75,7.67,7.67,7.5,7.67,10.0,10.0,10.0,0.09,0,0.0,Bluish-Green,2,1
Guatemala,7.75,7.75,7.58,8.0,7.67,7.83,10.0,10.0,10.0,0.11,0,0.0,Green,6,1
Guatemala,7.75,7.92,7.58,7.92,7.67,7.67,10.0,10.0,10.0,0.1,0,1.0,Green,10,1
Guatemala,7.58,7.83,7.58,7.83,7.83,7.67,10.0,10.0,10.0,0.1,0,0.0,Green,2,1
Colombia,8.0,7.5,7.5,7.67,8.0,7.83,10.0,10.0,10.0,0.0,0,0.0,Bluish-Green,0,1
Nicaragua,7.67,7.83,7.83,7.5,7.67,7.83,10.0,10.0,10.0,0.12,0,0.0,Bluish-Green,0,1
Brazil,7.67,7.75,7.75,7.67,7.83,7.75,10.0,10.0,10.0,0.0,0,0.0,,16,1
Costa Rica,7.67,7.75,7.67,7.75,7.5,8.0,10.0,10.0,10.0,0.0,0,0.0,Blue-Green,0,1
Ethiopia,7.5,7.92,7.58,7.83,7.75,7.83,10.0,10.0,10.0,0.1,0,0.0,Green,5,1
"Tanzania, United Republic Of",7.92,7.75,7.75,7.75,7.75,7.58,10.0,10.0,10.0,0.13,0,0.0,Green,0,1
Colombia,7.67,7.5,7.67,7.42,7.83,8.58,10.0,10.0,10.0,0.12,0,0.0,Green,4,1
Guatemala,7.67,7.75,7.67,7.75,7.75,7.75,10.0,10.0,10.0,0.11,0,0.0,Bluish-Green,0,1
Kenya,7.58,7.75,7.75,7.75,7.75,7.83,10.0,10.0,10.0,0.08,0,0.0,Green,0,1
Brazil,7.58,7.83,7.75,7.67,7.67,8.0,10.0,10.0,10.0,0.11,0,0.0,Green,3,1
Guatemala,7.92,7.75,7.67,7.67,7.83,7.92,10.0,10.0,10.0,0.11,0,0.0,Green,4,1
El Salvador,8.42,8.08,7.5,7.17,7.58,8.17,9.33,10.0,10.0,0.11,0,0.0,Bluish-Green,2,1
Colombia,7.75,7.75,7.75,7.75,7.83,7.75,10.0,10.0,10.0,0.0,0,0.0,Green,2,1
Guatemala,7.83,7.5,7.5,8.0,7.83,7.83,10.0,10.0,10.0,0.11,0,0.0,Bluish-Green,2,1
Uganda,7.83,7.75,7.5,7.83,7.83,7.75,10.0,10.0,10.0,0.11,0,0.0,Green,1,1
Indonesia,7.81,7.88,7.56,7.75,7.63,7.75,10.0,10.0,10.0,0.12,0,0.0,Bluish-Green,0,1
Colombia,7.83,7.5,7.42,7.5,7.83,8.5,10.0,10.0,10.0,0.0,1,3.0,Green,3,1
Taiwan,7.58,7.67,7.67,7.67,7.75,7.83,10.0,10.0,10.0,0.1,0,0.0,Bluish-Green,4,1
Guatemala,8.0,7.75,7.5,7.58,7.92,7.67,10.0,10.0,10.0,0.1,0,0.0,Green,4,1
Colombia,7.92,7.75,7.67,7.75,7.67,7.67,10.0,10.0,10.0,0.0,0,0.0,,2,1
Guatemala,7.58,7.75,7.67,8.0,7.75,7.67,10.0,10.0,10.0,0.1,0,0.0,Bluish-Green,10,1
United States (Hawaii),7.83,7.75,7.83,7.83,7.42,8.08,9.33,10.0,10.0,0.11,1,0.0,Green,9,1
Mexico,7.67,7.75,7.67,7.75,7.67,7.75,10.0,10.0,10.0,0.11,1,0.0,Green,10,1
Ethiopia,7.92,7.92,7.83,8.0,7.92,7.92,10.0,10.0,8.67,0.09,0,0.0,,15,1
Costa Rica,7.58,7.75,7.67,7.75,7.83,7.75,10.0,10.0,10.0,0.08,1,2.0,,13,1
Ethiopia,7.83,7.75,7.67,7.75,7.33,7.75,10.0,10.0,10.0,0.11,3,11.0,Green,1,1
Honduras,7.42,7.83,7.75,7.92,7.75,7.58,10.0,10.0,10.0,0.1,0,0.0,Green,5,1
Guatemala,7.67,7.83,7.58,7.92,7.75,7.67,10.0,10.0,10.0,0.12,0,0.0,Green,7,1
Colombia,7.67,7.67,7.83,7.58,7.58,7.83,10.0,10.0,10.0,0.11,2,0.0,Green,7,1
Guatemala,7.92,7.67,7.42,7.92,7.75,7.83,10.0,10.0,10.0,0.1,0,0.0,Green,1,1
Guatemala,7.75,7.83,7.5,7.83,7.58,7.67,10.0,10.0,10.0,0.1,0,0.0,Green,0,1
Colombia,7.67,7.75,7.67,7.67,7.67,7.75,10.0,10.0,10.0,0.12,0,0.0,Green,0,1
Colombia,7.58,7.42,7.75,7.92,7.75,7.92,10.0,10.0,10.0,0.12,0,0.0,Green,0,1
Colombia,7.67,7.67,7.5,7.5,7.67,7.67,10.0,10.0,10.0,0.12,0,0.0,Green,3,1
Ethiopia,7.75,7.75,7.5,7.58,7.67,7.92,10.0,10.0,10.0,0.09,4,0.0,Green,40,1
Brazil,7.58,7.83,7.67,7.25,8.0,7.75,10.0,10.0,10.0,0.1,0,0.0,Green,0,1
Colombia,7.67,7.83,7.67,7.75,7.67,7.75,10.0,10.0,10.0,0.11,0,0.0,Green,1,1
Kenya,7.67,7.83,7.5,7.75,7.92,7.67,10.0,10.0,10.0,0.0,0,0.0,Green,2,1
Thailand,7.92,8.17,8.17,8.42,8.08,8.17,8.67,8.67,9.33,0.12,0,0.0,Green,0,1
Kenya,7.67,7.75,7.67,7.75,7.83,7.67,10.0,10.0,10.0,0.0,0,0.0,Bluish-Green,0,1
Uganda,7.92,7.75,7.58,7.67,7.67,7.83,10.0,10.0,10.0,0.1,10,0.0,Green,26,1
Thailand,7.58,7.75,7.58,7.75,7.58,7.75,10.0,10.0,10.0,0.06,0,0.0,,0,1
Brazil,7.5,7.75,7.58,7.5,7.58,7.5,10.0,10.0,10.0,0.0,0,0.0,Green,3,1
