Country of Origin,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Moisture Percentage,Category One Defects,Quakers,Color,Category Two Defects,is_specialty
15,7.92,8.17,7.83,8.5,7.5,7.92,10.0,10.0,10.0,0.11,0,0.0,2,1,1
31,8.25,8.0,7.83,8.08,8.0,7.92,10.0,10.0,10.0,0.1,0,0.0,0,0,1
8,7.75,8.08,8.0,8.25,8.0,8.0,10.0,10.0,10.0,0.01,0,0.0,3,4,1
33,8.33,8.17,7.75,8.0,7.75,7.83,10.0,10.0,10.0,0.0,0,0.0,3,0,1
9,7.92,8.08,7.92,8.08,8.08,7.83,10.0,10.0,10.0,0.1,0,1.0,2,3,1
31,8.17,8.17,7.92,8.08,7.83,7.75,10.0,10.0,10.0,0.12,0,0.0,2,0,1
3,8.0,8.0,8.0,8.17,7.83,8.0,10.0,10.0,10.0,0.0,1,0.0,0,0,1
23,8.0,8.0,7.92,8.08,7.83,8.0,10.0,10.0,10.0,0.08,0,1.0,1,0,1
8,7.83,8.08,7.92,8.08,8.0,7.92,10.0,10.0,10.0,0.1,0,0.0,2,4,1
9,7.83,8.0,8.0,8.17,7.83,8.0,10.0,10.0,10.0,0.12,0,0.0,2,3,1
9,8.0,8.0,7.83,8.33,7.83,7.83,10.0,10.0,10.0,0.1,0,0.0,1,1,1
8,7.83,8.0,7.83,8.17,7.92,8.0,10.0,10.0,10.0,0.09,0,4.0,3,7,1
25,8.0,8.0,8.0,8.08,7.92,7.75,10.0,10.0,10.0,0.1,4,0.0,2,6,1
24,8.33,8.42,7.83,8.33,8.0,8.25,9.33,9.33,10.0,0.12,0,0.0,1,1,1
7,7.92,8.17,8.0,7.92,7.75,7.83,10.0,10.0,10.0,0.1,0,0.0,0,3,1
7,7.83,8.0,8.0,7.75,7.92,8.17,10.0,10.0,10.0,0.11,0,0.0,3,0,1
33,7.83,8.0,7.92,7.75,8.08,8.0,10.0,10.0,10.0,0.0,0,0.0,3,1,1
23,8.0,7.75,7.83,7.83,7.67,8.58,10.0,10.0,10.0,0.09,2,0.0,3,2,1
15,7.92,7.92,7.83,8.08,7.83,7.92,10.0,10.0,10.0,0.1,0,0.0,2,3,1
8,7.83,8.0,7.83,7.92,7.83,8.08,10.0,10.0,10.0,0.12,0,0.0,2,7,1
31,8.33,7.92,7.67,7.92,7.67,7.92,10.0,10.0,10.0,0.12,0,0.0,2,1,1
9,8.0,7.83,7.67,8.33,7.83,8.0,10.0,10.0,10.0,0.11,0,0.0,2,1,1
8,7.75,7.83,7.83,8.17,7.92,7.83,10.0,10.0,10.0,0.1,0,0.0,2,18,1
31,8.08,8.0,7.83,7.67,8.0,7.83,10.0,10.0,10.0,0.12,0,0.0,2,5,1
33,7.92,7.92,7.75,7.92,7.75,7.92,10.0,10.0,10.0,0.0,4,0.0,3,6,1
0,8.0,8.0,8.0,7.67,7.75,8.0,10.0,10.0,10.0,0.11,0,0.0,0,1,1
7,8.08,7.83,7.83,8.08,7.83,7.83,10.0,10.0,10.0,0.01,0,0.0,3,0,1
2,8.0,8.0,8.0,7.83,7.83,7.75,10.0,10.0,10.0,0.1,0,0.0,2,0,1
9,7.83,7.75,7.83,7.67,7.83,8.58,10.0,10.0,10.0,0.11,0,0.0,2,1,1
4,7.92,8.08,8.0,7.92,8.0,8.08,10.0,10.0,9.33,0.0,0,0.0,1,0,1
4,8.0,7.58,7.58,7.67,8.08,8.5,10.0,10.0,10.0,0.1,0,0.0,1,2,1
15,7.83,8.08,7.75,8.08,7.92,7.75,10.0,10.0,10.0,0.0,0,0.0,2,2,1
15,8.0,7.92,7.92,8.08,7.83,7.75,10.0,10.0,10.0,0.0,0,0.0,2,6,1
8,7.83,7.83,7.92,8.08,7.75,7.83,10.0,10.0,10.0,0.05,0,0.0,3,2,1
8,7.92,7.83,7.75,8.33,7.75,7.75,10.0,10.0,10.0,0.1,0,0.0,3,3,1
9,8.0,7.92,7.75,8.0,7.92,7.83,10.0,10.0,10.0,0.1,0,2.0,2,2,1
3,8.17,7.92,7.83,8.0,7.58,7.83,10.0,10.0,10.0,0.11,0,0.0,2,0,1
3,7.58,8.08,7.92,7.83,8.0,7.92,10.0,10.0,10.0,0.12,0,0.0,2,2,1
13,7.75,7.83,7.67,8.0,8.08,7.83,10.0,10.0,10.0,0.11,0,0.0,2,3,1
9,8.25,8.0,7.67,7.92,7.75,7.67,10.0,10.0,10.0,0.0,0,0.0,3,7,1
8,7.75,8.0,7.58,8.0,8.0,7.92,10.0,10.0,10.0,0.11,0,1.0,2,8,1
3,8.17,7.83,7.58,8.08,8.0,7.75,10.0,10.0,10.0,0.0,0,0.0,3,0,1
8,8.42,8.0,7.42,8.0,7.92,7.92,9.33,10.0,10.0,0.1,2,0.0,2,7,1
33,7.58,7.83,7.83,7.92,7.83,8.17,10.0,10.0,10.0,0.11,2,0.0,1,2,1
3,7.83,8.0,7.75,7.75,7.83,7.83,10.0,10.0,10.0,0.11,0,0.0,2,8,1
33,8.08,8.17,7.92,8.0,8.08,8.0,9.33,9.33,10.0,0.01,1,0.0,3,7,1
8,7.67,8.0,7.83,8.0,7.92,7.83,10.0,10.0,10.0,0.0,0,0.0,3,5,1
33,7.5,7.92,8.25,7.83,7.92,7.75,10.0,10.0,10.0,0.0,0,0.0,3,0,1
31,8.17,7.92,7.75,7.75,7.67,7.75,10.0,10.0,10.0,0.11,0,0.0,2,1,1
3,8.0,7.92,7.75,7.92,7.75,7.83,10.0,10.0,10.0,0.0,0,0.0,2,3,1
4,7.83,8.0,7.58,7.92,7.92,7.83,10.0,10.0,10.0,0.12,1,1.0,2,1,1
20,7.83,8.0,7.83,7.75,7.67,7.83,10.0,10.0,10.0,0.09,0,0.0,2,3,1
15,8.17,7.83,7.92,7.75,7.67,7.83,10.0,10.0,10.0,0.11,0,5.0,2,7,1
15,7.75,7.83,7.75,8.08,8.0,7.75,10.0,10.0,10.0,0.0,0,0.0,2,5,1
0,8.0,8.0,7.83,7.83,7.67,7.67,10.0,10.0,10.0,0.12,0,0.0,2,3,1
20,7.92,8.17,7.75,8.08,7.42,7.83,10.0,10.0,10.0,0.0,0,0.0,3,0,1
33,7.75,7.92,7.75,7.75,8.0,8.0,10.0,10.0,10.0,0.0,0,0.0,3,1,1
9,7.83,8.08,7.67,8.0,7.75,7.67,10.0,10.0,10.0,0.04,0,0.0,3,1,1
3,7.92,7.92,7.67,7.83,7.92,7.83,10.0,10.0,10.0,0.0,1,6.0,3,2,1
3,7.92,7.83,7.75,7.83,7.75,8.0,10.0,10.0,10.0,0.12,0,0.0,2,1,1
28,7.67,7.83,8.0,7.58,8.0,7.92,10.0,10.0,10.0,0.11,0,0.0,2,0,1
29,8.0,7.83,7.83,7.92,7.75,7.75,10.0,10.0,10.0,0.12,0,0.0,2,2,1
3,7.75,7.92,7.83,7.75,7.75,8.0,10.0,10.0,10.0,0.11,0,0.0,2,3,1
20,7.75,8.0,7.75,7.83,7.5,7.92,10.0,10.0,10.0,0.11,0,0.0,3,0,1
0,8.0,7.92,7.75,7.75,8.0,7.75,10.0,10.0,10.0,0.11,0,0.0,2,2,1
0,8.0,8.0,7.75,8.0,7.5,7.75,10.0,10.0,10.0,0.12,0,0.0,2,2,1
15,8.0,7.67,7.83,8.17,7.92,7.75,10.0,10.0,10.0,0.06,1,0.0,3,9,1
28,7.92,7.58,7.83,7.83,7.83,7.83,10.0,10.0,10.0,0.0,0,0.0,2,0,1
31,7.75,7.92,7.67,7.67,8.25,7.75,10.0,10.0,10.0,0.12,0,0.0,2,1,1
33,7.67,7.75,7.75,7.75,7.83,8.0,10.0,10.0,10.0,0.0,3,0.0,3,15,1
8,7.75,7.92,7.83,7.92,7.75,7.67,10.0,10.0,10.0,0.1,0,0.0,3,2,1
8,7.42,7.92,7.92,8.0,7.83,7.83,10.0,10.0,10.0,0.1,0,0.0,3,4,1
30,7.75,7.75,7.75,7.75,8.0,7.75,10.0,10.0,10.0,0.12,0,0.0,2,0,1
15,7.92,7.83,7.58,7.92,7.75,7.83,10.0,10.0,10.0,0.13,0,0.0,2,0,1
11,7.83,7.75,8.0,7.67,7.67,7.67,10.0,10.0,10.0,0.11,0,0.0,2,4,1
7,7.75,8.0,8.0,8.33,7.67,7.92,10.0,10.0,9.33,0.15,0,0.0,3,3,1
22,7.83,7.58,7.58,7.83,7.75,7.67,10.0,10.0,10.0,0.18,0,0.0,3,2,1
7,7.83,7.83,7.5,8.0,7.83,7.67,10.0,10.0,10.0,0.0,0,0.0,0,2,1
13,7.92,7.83,7.75,7.75,7.75,7.75,10.0,10.0,10.0,0.12,0,0.0,2,7,1
14,7.75,7.75,7.75,7.42,8.08,7.83,10.0,10.0,10.0,0.12,0,0.0,2,0,1
4,8.08,7.75,7.67,7.83,7.5,7.92,10.0,10.0,10.0,0.1,0,0.0,0,2,1
9,7.75,7.83,7.58,8.0,7.92,7.75,10.0,10.0,10.0,0.1,0,0.0,2,1,1
4,8.17,8.0,7.83,7.17,7.83,7.75,10.0,10.0,10.0,0.12,0,0.0,2,0,1
8,8.08,7.83,7.75,7.83,7.58,7.67,10.0,10.0,10.0,0.1,0,0.0,3,3,1
4,7.67,7.58,7.75,7.75,7.67,8.58,10.0,10.0,10.0,0.08,0,0.0,2,1,1
4,8.0,7.58,7.83,7.75,7.75,7.75,10.0,10.0,10.0,0.11,0,0.0,2,4,1
4,8.08,7.83,7.75,7.83,7.92,8.0,10.0,10.0,9.33,0.0,1,0.0,2,10,1
28,8.0,7.92,7.75,7.75,7.75,7.75,10.0,10.0,10.0,0.11,0,0.0,2,0,1
3,7.75,7.83,7.75,7.83,7.75,7.83,10.0,10.0,10.0,0.0,0,0.0,2,0,1
15,7.75,7.92,7.83,8.0,7.58,7.75,10.0,10.0,10.0,0.11,0,0.0,1,0,1
9,8.0,7.83,7.67,7.83,7.67,8.0,10.0,10.0,10.0,0.11,0,0.0,2,4,1
9,7.67,7.83,7.67,8.0,7.67,7.83,10.0,10.0,10.0,0.12,0,0.0,2,4,1
20,7.83,7.58,7.67,7.92,7.92,7.83,10.0,10.0,10.0,0.13,0,0.0,3,3,1
31,7.92,7.83,7.75,7.92,7.67,7.75,10.0,10.0,10.0,0.11,0,0.0,0,3,1
25,7.67,7.83,7.75,7.75,7.92,7.83,10.0,10.0,10.0,0.0,0,0.0,3,3,1
8,7.42,7.75,7.75,8.0,8.0,7.92,10.0,10.0,10.0,0.2,0,0.0,3,3,1
15,7.92,7.75,7.83,7.75,7.58,7.92,10.0,10.0,10.0,0.11,0,0.0,0,5,1
3,7.83,7.67,7.58,7.92,7.67,7.83,10.0,10.0,10.0,0.0,0,0.0,0,4,1
3,7.92,7.83,7.58,8.0,7.83,7.67,10.0,10.0,10.0,0.0,0,1.0,2,5,1
15,7.83,7.83,7.83,7.75,7.58,7.83,10.0,10.0,10.0,0.1,0,0.0,1,2,1
9,7.75,7.83,7.67,7.92,7.75,7.83,10.0,10.0,10.0,0.11,0,0.0,2,1,1
9,8.0,7.92,7.67,7.58,7.58,7.67,10.0,10.0,10.0,0.09,0,0.0,2,0,1
3,7.67,7.67,7.58,7.75,7.58,8.5,10.0,10.0,10.0,0.0,0,0.0,3,0,1
3,7.75,7.75,7.83,7.75,7.58,8.0,10.0,10.0,10.0,0.0,0,0.0,3,5,1
15,7.75,7.75,7.75,8.08,7.75,7.75,10.0,10.0,10.0,0.0,0,0.0,2,0,1
3,7.67,7.83,7.83,8.0,7.58,7.92,10.0,10.0,10.0,0.0,0,0.0,2,2,1
4,7.75,7.83,7.75,8.0,7.83,7.67,10.0,10.0,10.0,0.12,0,0.0,1,2,1
3,7.42,7.67,7.75,7.75,8.08,7.83,10.0,10.0,10.0,0.11,0,0.0,2,6,1
0,8.0,8.0,7.75,7.75,7.58,7.75,10.0,10.0,10.0,0.12,0,0.0,2,2,1
0,8.5,8.0,7.5,7.75,7.5,7.83,10.0,10.0,10.0,0.11,0,0.0,0,1,1
4,7.92,7.67,7.92,7.75,7.67,7.58,10.0,10.0,10.0,0.1,0,0.0,1,2,1
31,7.92,7.75,7.67,7.75,7.83,7.75,10.0,10.0,10.0,0.11,0,0.0,2,1,1
2,7.75,7.92,7.67,7.83,7.75,7.67,10.0,10.0,10.0,0.1,0,0.0,2,1,1
4,7.92,7.83,7.83,7.83,7.58,7.58,10.0,10.0,10.0,0.11,0,0.0,2,0,1
3,8.08,7.67,7.83,7.83,7.67,7.67,10.0,10.0,10.0,0.12,1,0.0,2,0,1
2,7.67,8.0,7.75,7.83,7.75,7.58,10.0,10.0,10.0,0.0,0,0.0,2,2,1
9,8.17,7.83,7.67,7.83,7.67,7.83,10.0,10.0,10.0,0.11,0,0.0,2,2,1
15,7.92,7.83,7.67,8.0,7.67,7.75,10.0,10.0,10.0,0.11,0,0.0,0,0,1
20,8.0,7.92,7.42,8.08,7.5,7.67,10.0,10.0,10.0,0.12,0,0.0,2,0,1
20,7.92,7.83,7.75,7.75,7.75,7.83,10.0,10.0,10.0,0.11,0,0.0,3,4,1
9,7.67,8.0,7.67,8.0,7.5,7.83,10.0,10.0,10.0,0.11,0,0.0,2,2,1
0,7.81,7.81,7.88,7.75,7.38,8.25,9.5,10.0,10.0,0.0,0,0.0,3,4,1
0,8.17,7.67,7.75,7.75,7.67,7.75,10.0,10.0,10.0,0.0,2,0.0,3,0,1
4,7.58,7.83,7.83,8.0,7.67,7.58,10.0,10.0,10.0,0.1,0,0.0,0,3,1
13,7.67,7.67,7.83,7.58,7.83,7.83,10.0,10.0,10.0,0.0,0,0.0,0,3,1
3,7.92,7.83,7.75,7.67,7.92,7.67,10.0,10.0,10.0,0.0,0,0.0,2,1,1
3,7.92,7.75,7.67,7.92,7.67,7.75,10.0,10.0,10.0,0.0,0,0.0,2,3,1
28,7.83,7.83,7.75,8.0,7.5,7.75,10.0,10.0,10.0,0.11,0,0.0,0,0,1
33,7.92,7.92,7.5,7.83,7.5,7.92,10.0,10.0,10.0,0.11,0,0.0,0,1,1
20,7.75,7.92,7.75,7.67,7.83,7.67,10.0,10.0,10.0,0.12,2,0.0,3,4,1
8,7.5,7.75,7.83,7.92,7.92,7.75,10.0,10.0,10.0,0.2,0,0.0,3,2,1
15,7.33,7.58,7.83,7.75,7.75,7.92,10.0,10.0,10.0,0.11,0,0.0,2,4,1
11,7.92,8.0,7.75,7.67,7.67,7.75,10.0,10.0,10.0,0.1,0,0.0,2,3,1
3,7.58,7.75,7.5,7.83,7.67,8.5,10.0,10.0,10.0,0.0,0,3.0,2,5,1
11,7.58,7.92,7.58,7.75,7.92,7.75,10.0,10.0,10.0,0.11,0,1.0,2,2,1
3,7.67,7.67,7.75,7.83,7.75,7.83,10.0,10.0,10.0,0.0,0,2.0,3,4,1
3,7.75,7.67,8.0,7.67,8.08,7.83,10.0,10.0,10.0,0.11,6,0.0,2,0,1
3,7.75,7.58,7.33,7.83,7.58,8.08,10.0,10.0,10.0,0.0,0,0.0,2,0,1
20,8.0,7.75,7.75,7.83,7.5,7.67,10.0,10.0,10.0,0.12,0,0.0,0,1,1
0,8.17,8.0,7.5,7.75,7.5,7.67,10.0,10.0,10.0,0.0,0,0.0,3,4,1
0,8.0,8.0,7.5,7.5,7.67,7.75,10.0,10.0,10.0,0.02,0,0.0,3,2,1
8,7.75,7.75,7.92,7.75,7.5,7.92,10.0,10.0,10.0,0.0,0,0.0,3,1,1
9,7.5,7.67,7.75,7.67,7.92,7.92,10.0,10.0,10.0,0.04,1,0.0,3,1,1
28,7.92,7.75,7.75,7.67,7.67,7.83,10.0,10.0,10.0,0.12,0,0.0,0,0,1
30,7.83,7.75,7.75,7.42,7.83,7.67,10.0,10.0,10.0,0.12,0,0.0,2,0,1
3,7.83,7.58,7.75,7.58,7.67,8.0,10.0,10.0,10.0,0.11,0,0.0,2,2,1
9,7.75,7.75,7.58,7.92,7.75,7.75,10.0,10.0,10.0,0.11,0,4.0,2,4,1
9,7.75,7.92,7.5,8.08,7.58,7.67,10.0,10.0,10.0,0.1,0,0.0,2,1,1
2,7.83,7.83,7.58,7.75,7.75,7.75,10.0,10.0,10.0,0.1,0,0.0,2,1,1
3,7.67,7.67,7.75,7.75,7.67,7.92,10.0,10.0,10.0,0.11,0,0.0,2,3,1
3,7.83,7.67,7.75,7.58,7.92,7.75,10.0,10.0,10.0,0.12,4,0.0,2,2,1
3,7.83,7.75,7.83,7.58,7.67,7.75,10.0,10.0,10.0,0.12,0,0.0,2,0,1
3,7.42,7.67,7.83,7.75,7.92,7.83,10.0,10.0,10.0,0.12,3,0.0,2,0,1
29,7.83,7.67,7.75,7.83,7.67,7.67,10.0,10.0,10.0,0.12,0,0.0,2,7,1
29,7.83,7.75,7.75,7.75,7.67,7.75,10.0,10.0,10.0,0.12,0,0.0,2,2,1
9,7.83,7.83,7.5,7.92,7.58,7.75,10.0,10.0,10.0,0.1,0,0.0,2,1,1
3,7.58,7.5,7.75,7.83,7.92,7.83,10.0,10.0,10.0,0.11,0,0.0,2,2,1
33,7.33,7.92,7.92,7.92,7.92,8.08,10.0,10.0,9.33,0.11,1,0.0,1,1,1
20,7.83,7.92,7.67,7.83,7.5,7.75,10.0,10.0,10.0,0.12,0,0.0,2,1,1
20,7.83,7.83,7.75,7.67,7.83,7.58,10.0,10.0,10.0,0.12,0,0.0,2,0,1
20,7.83,7.92,7.67,7.75,7.5,7.75,10.0,10.0,10.0,0.1,0,0.0,1,4,1
31,8.17,7.75,7.58,7.67,7.83,7.58,10.0,10.0,10.0,0.13,4,0.0,2,29,1
9,7.75,7.83,7.58,7.83,7.67,7.75,10.0,10.0,10.0,0.13,0,0.0,2,1,1
3,7.83,7.75,7.58,7.67,7.75,7.83,10.0,10.0,10.0,0.0,0,0.0,2,2,1
4,7.92,7.75,7.67,7.67,7.5,7.67,10.0,10.0,10.0,0.09,0,0.0,1,2,1
9,7.75,7.75,7.58,8.0,7.67,7.83,10.0,10.0,10.0,0.11,0,0.0,2,6,1
9,7.75,7.92,7.58,7.92,7.67,7.67,10.0,10.0,10.0,0.1,0,1.0,2,10,1
9,7.58,7.83,7.58,7.83,7.83,7.67,10.0,10.0,10.0,0.1,0,0.0,2,2,1
3,8.0,7.5,7.5,7.67,8.0,7.83,10.0,10.0,10.0,0.0,0,0.0,1,0,1
22,7.67,7.83,7.83,7.5,7.67,7.83,10.0,10.0,10.0,0.12,0,0.0,1,0,1
0,7.67,7.75,7.75,7.67,7.83,7.75,10.0,10.0,10.0,0.0,0,0.0,3,16,1
4,7.67,7.75,7.67,7.75,7.5,8.0,10.0,10.0,10.0,0.0,0,0.0,0,0,1
8,7.5,7.92,7.58,7.83,7.75,7.83,10.0,10.0,10.0,0.1,0,0.0,2,5,1
29,7.92,7.75,7.75,7.75,7.75,7.58,10.0,10.0,10.0,0.13,0,0.0,2,0,1
3,7.67,7.5,7.67,7.42,7.83,8.58,10.0,10.0,10.0,0.12,0,0.0,2,4,1
9,7.67,7.75,7.67,7.75,7.75,7.75,10.0,10.0,10.0,0.11,0,0.0,1,0,1
15,7.58,7.75,7.75,7.75,7.75,7.83,10.0,10.0,10.0,0.08,0,0.0,2,0,1
0,7.58,7.83,7.75,7.67,7.67,8.0,10.0,10.0,10.0,0.11,0,0.0,2,3,1
9,7.92,7.75,7.67,7.67,7.83,7.92,10.0,10.0,10.0,0.11,0,0.0,2,4,1
7,8.42,8.08,7.5,7.17,7.58,8.17,9.33,10.0,10.0,0.11,0,0.0,1,2,1
3,7.75,7.75,7.75,7.75,7.83,7.75,10.0,10.0,10.0,0.0,0,0.0,2,2,1
9,7.83,7.5,7.5,8.0,7.83,7.83,10.0,10.0,10.0,0.11,0,0.0,1,2,1
31,7.83,7.75,7.5,7.83,7.83,7.75,10.0,10.0,10.0,0.11,0,0.0,2,1,1
13,7.81,7.88,7.56,7.75,7.63,7.75,10.0,10.0,10.0,0.12,0,0.0,1,0,1
3,7.83,7.5,7.42,7.5,7.83,8.5,10.0,10.0,10.0,0.0,1,3.0,2,3,1
28,7.58,7.67,7.67,7.67,7.75,7.83,10.0,10.0,10.0,0.1,0,0.0,1,4,1
9,8.0,7.75,7.5,7.58,7.92,7.67,10.0,10.0,10.0,0.1,0,0.0,2,4,1
3,7.92,7.75,7.67,7.75,7.67,7.67,10.0,10.0,10.0,0.0,0,0.0,3,2,1
9,7.58,7.75,7.67,8.0,7.75,7.67,10.0,10.0,10.0,0.1,0,0.0,1,10,1
33,7.83,7.75,7.83,7.83,7.42,8.08,9.33,10.0,10.0,0.11,1,0.0,2,9,1
20,7.67,7.75,7.67,7.75,7.67,7.75,10.0,10.0,10.0,0.11,1,0.0,2,10,1
8,7.92,7.92,7.83,8.0,7.92,7.92,10.0,10.0,8.67,0.09,0,0.0,3,15,1
4,7.58,7.75,7.67,7.75,7.83,7.75,10.0,10.0,10.0,0.08,1,2.0,3,13,1
8,7.83,7.75,7.67,7.75,7.33,7.75,10.0,10.0,10.0,0.11,3,11.0,2,1,1
11,7.42,7.83,7.75,7.92,7.75,7.58,10.0,10.0,10.0,0.1,0,0.0,2,5,1
9,7.67,7.83,7.58,7.92,7.75,7.67,10.0,10.0,10.0,0.12,0,0.0,2,7,1
3,7.67,7.67,7.83,7.58,7.58,7.83,10.0,10.0,10.0,0.11,2,0.0,2,7,1
9,7.92,7.67,7.42,7.92,7.75,7.83,10.0,10.0,10.0,0.1,0,0.0,2,1,1
9,7.75,7.83,7.5,7.83,7.58,7.67,10.0,10.0,10.0,0.1,0,0.0,2,0,1
3,7.67,7.75,7.67,7.67,7.67,7.75,10.0,10.0,10.0,0.12,0,0.0,2,0,1
3,7.58,7.42,7.75,7.92,7.75,7.92,10.0,10.0,10.0,0.12,0,0.0,2,0,1
3,7.67,7.67,7.5,7.5,7.67,7.67,10.0,10.0,10.0,0.12,0,0.0,2,3,1
8,7.75,7.75,7.5,7.58,7.67,7.92,10.0,10.0,10.0,0.09,4,0.0,2,40,1
0,7.58,7.83,7.67,7.25,8.0,7.75,10.0,10.0,10.0,0.1,0,0.0,2,0,1
3,7.67,7.83,7.67,7.75,7.67,7.75,10.0,10.0,10.0,0.11,0,0.0,2,1,1
15,7.67,7.83,7.5,7.75,7.92,7.67,10.0,10.0,10.0,0.0,0,0.0,2,2,1
30,7.92,8.17,8.17,8.42,8.08,8.17,8.67,8.67,9.33,0.12,0,0.0,2,0,1
15,7.67,7.75,7.67,7.75,7.83,7.67,10.0,10.0,10.0,0.0,0,0.0,1,0,1
31,7.92,7.75,7.58,7.67,7.67,7.83,10.0,10.0,10.0,0.1,10,0.0,2,26,1
30,7.58,7.75,7.58,7.75,7.58,7.75,10.0,10.0,10.0,0.06,0,0.0,3,0,1
0,7.5,7.75,7.58,7.5,7.58,7.5,10.0,10.0,10.0,0.0,0,0.0,2,3,1
20,7.83,7.83,7.58,7.92,7.42,7.5,10.0,10.0,10.0,0.11,0,0.0,2,5,1
30,7.67,7.75,7.5,7.67,7.67,7.83,10.0,10.0,10.0,0.1,0,0.0,1,1,1
0,7.58,7.67,7.67,7.75,7.58,7.83,10.0,10.0,10.0,0.11,0,2.0,2,7,1
28,7.83,7.75,7.83,7.75,7.83,7.75,9.33,10.0,10.0,0.11,0,0.0,2,3,1
3,7.75,7.67,7.5,7.75,7.83,7.75,10.0,10.0,10.0,0.11,1,0.0,2,2,1
3,7.75,7.58,7.5,7.83,7.75,7.92,10.0,10.0,10.0,0.0,1,3.0,3,5,1
28,7.75,7.75,7.58,7.75,7.75,7.67,10.0,10.0,10.0,0.0,0,0.0,0,0,1
3,7.92,7.67,7.5,7.83,7.58,7.67,10.0,10.0,10.0,0.0,0,0.0,3,0,1
3,7.83,7.75,7.58,7.58,7.75,7.75,10.0,10.0,10.0,0.0,1,0.0,3,1,1
3,7.75,7.58,7.67,7.83,7.83,7.67,10.0,10.0,10.0,0.0,0,0.0,2,1,1
28,8.0,7.92,7.92,7.92,7.67,7.33,10.0,10.0,10.0,0.06,0,0.0,2,0,1
3,7.67,7.83,7.67,7.75,7.67,7.83,10.0,10.0,10.0,0.12,0,0.0,2,3,1
20,7.67,7.75,7.58,7.67,7.75,7.83,10.0,10.0,10.0,0.12,10,0.0,0,32,1
20,7.5,7.67,7.58,7.83,7.75,7.75,10.0,10.0,10.0,0.11,0,0.0,3,2,1
20,7.75,7.92,7.83,7.92,7.75,7.67,9.33,10.0,10.0,0.0,0,0.0,2,2,1
3,7.92,7.58,7.5,7.83,7.58,7.67,10.0,10.0,10.0,0.0,1,0.0,2,6,1
3,7.83,7.67,7.5,7.75,7.75,7.75,10.0,10.0,10.0,0.0,1,2.0,2,0,1
4,7.67,7.67,7.75,7.67,7.5,7.75,10.0,10.0,10.0,0.0,0,0.0,0,0,1
9,7.75,7.75,7.5,7.75,7.83,7.58,10.0,10.0,10.0,0.11,0,7.0,2,6,1
28,7.75,7.67,7.5,7.75,7.75,7.67,10.0,10.0,10.0,0.0,0,0.0,3,0,1
0,7.25,7.58,7.42,8.0,7.75,7.83,10.0,10.0,10.0,0.0,0,0.0,2,0,1
28,7.67,7.75,7.67,7.75,7.42,7.75,10.0,10.0,10.0,0.0,0,0.0,2,1,1
8,7.75,7.75,7.67,7.67,7.58,7.67,10.0,10.0,10.0,0.12,0,0.0,2,4,1
0,7.67,7.67,7.58,7.5,7.83,8.17,10.0,10.0,9.33,0.0,0,0.0,2,1,1
4,7.83,7.42,7.5,7.83,7.75,7.83,10.0,10.0,10.0,0.1,0,0.0,2,3,1
9,7.58,7.83,7.33,8.0,7.58,7.75,10.0,10.0,10.0,0.1,0,0.0,2,1,1
0,7.92,7.5,7.33,7.67,8.17,7.5,10.0,10.0,10.0,0.1,0,0.0,2,0,1
6,7.5,7.67,7.58,7.75,7.83,7.83,10.0,10.0,10.0,0.09,0,0.0,1,0,1
3,7.67,7.58,7.58,7.83,7.58,7.67,10.0,10.0,10.0,0.11,0,0.0,2,1,1
9,7.5,7.83,7.5,7.83,7.83,7.67,10.0,10.0,10.0,0.11,0,0.0,2,3,1
20,7.67,8.0,7.67,7.42,7.67,7.5,10.0,10.0,10.0,0.1,0,0.0,2,2,1
20,7.67,7.58,7.5,7.75,7.75,7.75,10.0,10.0,10.0,0.11,0,0.0,3,4,1
0,7.83,7.83,7.58,7.67,7.5,7.58,10.0,10.0,10.0,0.12,0,0.0,2,3,1
30,7.75,7.75,7.58,8.0,7.67,7.58,10.0,10.0,10.0,0.02,0,0.0,3,2,1
30,7.5,7.83,7.58,7.58,7.75,7.83,10.0,10.0,10.0,0.01,0,0.0,3,0,1
8,7.58,7.83,7.58,8.0,7.83,7.5,10.0,10.0,10.0,0.1,0,0.0,3,3,1
15,7.75,7.58,7.5,7.58,7.75,7.75,10.0,10.0,10.0,0.11,0,0.0,2,2,1
0,7.67,7.67,7.58,7.75,7.67,7.67,10.0,10.0,10.0,0.11,0,0.0,2,5,1
3,7.83,7.83,7.58,7.58,7.58,7.58,10.0,10.0,10.0,0.11,0,0.0,2,1,1
28,7.67,7.67,7.58,7.58,7.67,7.83,10.0,10.0,10.0,0.0,0,0.0,2,0,1
3,7.92,7.75,7.5,7.67,7.75,7.5,10.0,10.0,10.0,0.0,1,0.0,2,4,1
2,7.83,7.75,7.67,7.5,7.58,7.67,10.0,10.0,10.0,0.1,0,1.0,2,2,1
3,7.75,7.67,7.5,7.67,7.58,7.83,10.0,10.0,10.0,0.0,0,0.0,2,0,1
31,8.0,7.92,7.58,7.75,7.33,7.5,10.0,10.0,10.0,0.12,0,0.0,2,0,1
34,7.83,7.83,7.83,7.67,8.0,8.17,9.33,9.33,10.0,0.12,0,0.0,2,1,1
3,7.67,7.67,7.67,7.92,7.5,7.67,10.0,10.0,10.0,0.0,0,0.0,2,5,1
